"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Spleen-H-9.raw (F9)", "Peak Rating: Spleen-H-10.raw (F10)", "Peak Rating: Spleen-H-11.raw (F11)", "Peak Rating: Spleen-H-12.raw (F12)", "Peak Rating: Spleen-H-13.raw (F13)", "Peak Rating: Spleen-H-14.raw (F14)", "Peak Rating: Spleen-H-15.raw (F15)", "Peak Rating: Spleen-H-16.raw (F16)", "Peak Rating: Spleen-H-25.raw (F25)", "Peak Rating: Spleen-H-26.raw (F26)", "Peak Rating: Spleen-H-27.raw (F27)", "Peak Rating: Spleen-H-28.raw (F28)", "Peak Rating: Spleen-H-29.raw (F29)", "Peak Rating: Spleen-H-30.raw (F30)", "Peak Rating: Spleen-H-31.raw (F31)", "Peak Rating: Spleen-H-32.raw (F32)", "Peak Rating: Spleen-H-1.raw (F1)", "Peak Rating: Spleen-H-2.raw (F2)", "Peak Rating: Spleen-H-3.raw (F3)", "Peak Rating: Spleen-H-4.raw (F4)", "Peak Rating: Spleen-H-5.raw (F5)", "Peak Rating: Spleen-H-6.raw (F6)", "Peak Rating: Spleen-H-7.raw (F7)", "Peak Rating: Spleen-H-8.raw (F8)", "Peak Rating: Spleen-H-17.raw (F17)", "Peak Rating: Spleen-H-18.raw (F18)", "Peak Rating: Spleen-H-19.raw (F19)", "Peak Rating: Spleen-H-20.raw (F20)", "Peak Rating: Spleen-H-21.raw (F21)", "Peak Rating: Spleen-H-22.raw (F22)", "Peak Rating: Spleen-H-23.raw (F23)", "Peak Rating: Spleen-H-24.raw (F24)", "Peak Rating: Spleen-H-33.raw (F33)", "Peak Rating: Spleen-H-34.raw (F34)", "Peak Rating: Spleen-H-35.raw (F35)", "Peak Rating: Spleen-H-36.raw (F36)", "Peak Rating: Spleen-H-37.raw (F37)", "Peak Rating: Spleen-H-38.raw (F38)", "Peak Rating: Spleen-H-39.raw (F39)", "Peak Rating: Spleen-H-40.raw (F40)"
"176", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "306.88174", "305.87446", "6.619", "325273953.544057", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "61105751.7295585", " 35731430.2420671", " 69853124.5560008", " 40321099.0226331", " 29342136.1411883", "24.2561776310176", " 16.6358768736579", " 100.111869592058", " 53.2776329783658", " 17.0235413093273", "0.875", " 0.577", " 0.420", " 0.886", " 0.728", "-0.19", " -0.79", " -1.25", " -0.17", " -0.46", "0.999719949324233", " 0.157929026846687", " 0.0613111807273803", " 0.999999964324093", " 0.9911184727342", "1", " 1", " 0.404011839618587", " 1", " 1", "3.9", "", " 2.7", " ", " ", " ", " 2.7", " ", " ", " 3.6", " ", " ", " ", " ", " ", " ", " ", " ", " 1.7", " 2.8", " 3.6", " 3.9", " ", " ", " 2.0", " 2.0", " ", " ", " ", " 1.3", " 2.8", " 2.0", " ", " ", " ", " ", " ", " ", " ", " ", " "
"146", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "309.88179", "308.87451", "7.012", "315458826.555608", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "57243077.6538995", " 20470306.8980196", " 53042854.4050088", " 54522545.3383806", " 25916785.1057116", "88.7617405160513", " 48.3087582575479", " 55.4421515399676", " 110.153171482059", " 48.6638542213082", "1.079", " 1.028", " 0.489", " 0.375", " 0.475", "0.11", " 0.04", " -1.03", " -1.41", " -1.07", "0.890845607125417", " 0.926173276515586", " 0.256739483403519", " 0.00694878517690733", " 0.049871140114055", "1", " 1", " 0.951678366777448", " 1", " 1", "5.1", "3.6", " 3.9", " 3.6", " 3.6", " 3.9", " 3.6", " 3.2", " 3.2", " 3.2", " 3.2", " ", " 3.2", " ", " 2.8", " ", " 2.4", " 3.9", " 3.9", " 5.1", " 3.9", " 4.7", " 4.3", " 2.8", " 2.4", " 2.8", " 3.9", " 3.2", " 3.9", " 2.4", " 3.9", " 3.9", " 3.9", " 3.9", " 0.9", " 3.2", " 1.7", " 2.8", " 3.6", " 2.0", " 3.2"
"21", "", "False", "", "C20 H29 Cl O3 S3", "Full match", " No results", " No results", " No results", " No results", "-0.63", "448.09645", "447.08916", "5.462", "276687464.287676", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "89137276.9542784", " 27107914.862512", " 94627972.4914645", " 27761711.6049126", " 80722763.9576962", "85.8231646404365", " 122.347449323348", " 98.3240762958594", " 108.986945482559", " 65.6009380084707", "0.942", " 0.293", " 0.853", " 0.976", " 2.908", "-0.09", " -1.77", " -0.23", " -0.03", " 1.54", "0.822287954977421", " 0.995177941417505", " 0.838022769953872", " 0.965786482023282", " 0.96554216195577", "1", " 1", " 1", " 1", " 1", "6.6", "6.2", " 6.6", " 5.8", " 6.2", " 4.7", " 5.8", " 6.2", " 6.2", " 5.8", " 6.2", " 6.2", " 6.2", " 6.6", " 6.2", " 5.5", " 5.5", " 6.6", " 3.9", " 5.8", " 6.2", " 5.5", " 5.5", " 5.8", " 5.1", " 5.8", " 5.8", " 6.2", " 6.6", " 6.6", " 6.6", " 5.5", " 5.5", " 6.6", " 6.6", " 6.2", " 6.6", " 5.8", " 6.6", " 6.6", " 5.5"
"9", "", "False", "Arachidonic acid", "C20 H32 O2", "Full match", " Full match", " No results", " Full match", " Not the top hit", "-0.68", "304.24002", "303.23274", "6.445", "267007428.515067", "26", "2", "0", "95.6", "9.8", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "807548.253703264", " 26094525.3433319", " 59440028.8501989", " 61005493.4688488", " 338790.573061225", "146.320931955484", " 124.889517404108", " 117.785263376497", " 98.4499005952219", " 147.748742497616", "0.014", " 1.026", " 0.006", " 0.428", " 0.006", "-6.20", " 0.04", " -7.45", " -1.23", " -7.49", "0.935800374725548", " 0.996611517879006", " 0.848261873978899", " 0.999482373836508", " 0.655167937750239", "1", " 1", " 1", " 1", " 1", "7.0", "", " 6.6", " 3.3", " 1.9", " 6.6", " 4.1", " 7.0", " 4.8", " ", " 6.6", " 6.6", " 6.6", " 5.6", " 6.6", " 6.6", " 4.8", " 2.3", " 6.6", " 6.6", " 5.2", " ", " 1.0", " 6.2", " 6.6", " 6.2", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " ", " ", " 3.5", " 7.0", " ", " 6.2", " ", " ", " ", " 6.6"
"34", "", "False", "", "C21 H31 Cl N4", "Full match", " No results", " No results", " No results", " No results", "-4.06", "374.22220", "373.21492", "5.892", "261652464.59764", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "35255172.5048413", " 38815683.9435387", " 25681366.2528321", " 94484243.2654693", " 36324984.5479751", "127.848440607154", " 77.1419824352436", " 129.73988504077", " 63.9673120820591", " 85.6802124342323", "1.373", " 3.679", " 1.414", " 0.411", " 0.384", "0.46", " 1.88", " 0.50", " -1.28", " -1.38", "0.99683867393887", " 0.675448383939674", " 0.999999645835284", " 0.925574593241234", " 0.654107403493845", "1", " 1", " 1", " 1", " 1", "6.6", "", " 6.6", " 5.1", " ", " 5.1", " 3.9", " 5.5", " 5.8", " ", " 6.6", " 5.8", " 6.6", " 5.1", " 5.1", " 6.2", " 5.8", " ", " 5.1", " 5.5", " 4.7", " ", " ", " 4.7", " 4.7", " 5.5", " 5.5", " 5.5", " 5.5", " 5.5", " 5.5", " ", " ", " 3.2", " 6.6", " 6.2", " 5.8", " ", " 5.1", " 5.8", " 6.6"
"650", "", "False", "", "C13 H31 N9 O4", "Full match", " No results", " No results", " No results", " No results", "1.63", "377.25051", "376.24332", "4.812", "251676141.522747", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "23362620.6175979", " 8689113.51765051", " 2115699.23249631", " 18288568.0428083", " 9343993.59381721", "146.66370341528", " 164.328936673705", " 127.068841287944", " 127.477433374717", " 157.330740357619", "11.043", " 8.644", " 4.417", " 0.475", " 0.511", "3.46", " 3.11", " 2.14", " -1.07", " -0.97", "0.0262158467478983", " 0.0154277820228955", " 0.43406425292716", " 0.81602603981412", " 0.487129219176418", "0.790571628491309", " 0.375322932405736", " 1", " 1", " 1", "6.6", "5.5", " 5.8", " 4.3", " 4.3", " 5.5", " 6.2", " 5.5", " 6.2", " ", " 5.5", " 5.8", " 5.1", " 5.1", " 5.8", " 5.5", " 6.2", " 5.8", " 4.1", " 4.3", " 5.8", " ", " ", " 5.8", " 5.8", " 5.8", " 5.5", " 5.8", " 5.8", " 5.5", " 5.5", " 5.1", " 5.8", " ", " 6.6", " 5.1", " 6.2", " 3.9", " 6.2", " ", " 6.2"
"548", "", "False", "", "C21 H31 Cl N4", "Full match", " No results", " No results", " No results", " No results", "-4.04", "374.22221", "373.21494", "5.644", "249589053.444678", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "32834036.5561598", " 65045729.8806297", " 24840856.3499568", " 88467867.7965907", " 33807358.4979386", "128.836743524801", " 66.7766737909121", " 129.347064716045", " 62.660323343222", " 98.5330091247743", "1.322", " 3.561", " 1.361", " 0.735", " 0.382", "0.40", " 1.83", " 0.44", " -0.44", " -1.39", "0.998283998448429", " 0.718835239984783", " 0.999999999997655", " 0.976733697245753", " 0.719876585882764", "1", " 1", " 1", " 1", " 1", "6.6", "3.2", " ", " ", " 4.7", " ", " ", " ", " ", " 4.7", " 6.6", " ", " ", " ", " ", " ", " ", " 5.5", " ", " ", " ", " 4.7", " 5.5", " ", " ", " ", " ", " ", " ", " ", " ", " 5.5", " 3.6", " ", " ", " ", " ", " 3.0", " ", " ", " "
"69", "", "False", "NP-008993", "C18 H34 O4", "Full match", " Full match", " Full match", " Partial match", " Partial match", "-0.11", "314.24568", "313.23839", "2.834", "246646596.402839", "5", "5", "1", "96.6", "9.8", "1.3", "Single match found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "94834961.4339226", " 84396860.3493509", " 49272564.6062624", " 80678200.2234198", " 73065373.1989995", "58.3433645158458", " 57.9290193937703", " 78.6427236072763", " 44.2330567278355", " 81.7699076504978", "1.925", " 1.637", " 1.483", " 1.046", " 0.906", "0.94", " 0.71", " 0.57", " 0.07", " -0.14", "0.394873950113534", " 0.624574382462376", " 0.999999958221563", " 0.999331360496232", " 0.637261609581212", "1", " 1", " 1", " 1", " 1", "6.2", "5.5", " 3.9", " 3.9", " 4.3", " 4.7", " 5.5", " 4.3", " 5.1", " 4.3", " 5.5", " 4.3", " 4.3", " 4.7", " 3.9", " 4.7", " 3.6", " 4.3", " 4.7", " 6.2", " 4.7", " 4.3", " 3.6", " 4.7", " 5.1", " 4.7", " 4.3", " 5.1", " 4.3", " 4.7", " 4.7", " 5.1", " 4.7", " 5.8", " 5.1", " ", " 5.1", " 5.1", " 5.1", " 4.7", " 5.1"
"3276", "", "False", "", "C3 H5 N6 O5 P3 S", "Full match", " No results", " No results", " No results", " No results", "3.58", "329.92668", "328.91940", "1.769", "239431116.363622", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "69477418.7360315", " 32616688.8450349", " 66526833.3833787", " 38215812.5592423", " 28797902.1013514", "12.4779136832876", " 21.1391025729032", " 81.956180541429", " 37.5274949529244", " 20.3969815660708", "1.044", " 0.574", " 0.433", " 0.853", " 0.754", "0.06", " -0.80", " -1.21", " -0.23", " -0.41", "0.997135298793158", " 0.131235526175028", " 0.00879307049779687", " 0.973209306813156", " 0.784046423326898", "1", " 0.999807495465016", " 0.114131637192362", " 1", " 1", "4.2", "", " ", " ", " ", " ", " ", " ", " ", " ", " 4.2", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"46", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "305.88167", "304.87439", "7.044", "226724614.318848", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "54574327.1949138", " 30443604.0204273", " 58577262.5310757", " 44739812.8791673", " 21610553.6994793", "76.2328436330689", " 42.6664810264697", " 58.2645245197143", " 39.4120171355362", " 31.5150412093543", "0.932", " 0.764", " 0.369", " 0.680", " 0.483", "-0.10", " -0.39", " -1.44", " -0.56", " -1.05", "0.359901567897723", " 0.997037950704754", " 0.0511935425743324", " 0.791543084052993", " 0.10770579675848", "1", " 1", " 0.362065079200388", " 1", " 1", "5.1", "3.2", " 3.6", " 3.9", " 3.6", " 3.6", " 3.2", " 3.2", " 3.2", " ", " 3.9", " 3.2", " 2.4", " 3.2", " 3.2", " 3.9", " 3.2", " 5.1", " 2.8", " 4.7", " 3.9", " 3.9", " 4.7", " 3.6", " 3.6", " ", " 4.8", " 3.7", " 4.8", " 3.7", " 4.1", " 2.6", " ", " 3.7", " 1.4", " 3.3", " 2.6", " 2.9", " 4.1", " ", " 3.3"
"39", "", "False", "", "C18 H33 Cl3 O3", "Full match", " No results", " No results", " No results", " No results", "-0.56", "402.14930", "401.14200", "5.339", "226613491.692664", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "66805440.5845483", " 26717727.5408172", " 10448441.3471182", " 38373872.4174575", " 48476514.1799042", "72.8604280310128", " 32.7264403643662", " 160.022617133305", " 93.5309758900415", " 70.8278761129452", "6.394", " 3.673", " 4.640", " 0.696", " 1.263", "2.68", " 1.88", " 2.21", " -0.52", " 0.34", "0.188807288194166", " 0.109072518598605", " 0.303830191677988", " 0.869637220903674", " 0.98052424010542", "1", " 0.92872041571459", " 1", " 1", " 1", "7.1", "6.2", " 5.5", " 6.2", " 6.6", " 6.6", " 6.6", " 5.5", " 6.6", " 6.7", " 6.3", " 7.1", " 6.3", " 6.3", " 6.7", " 6.7", " 6.7", " 6.6", " ", " 5.2", " 7.0", " ", " 5.8", " 6.2", " 4.7", " 5.5", " 6.2", " 6.6", " 6.2", " 5.8", " 6.6", " 6.2", " 6.6", " 6.2", " 6.2", " 6.2", " 6.6", " 3.2", " 6.6", " 6.6", " 6.2"
"219", "", "False", "", "C2 H7 Br N5 P3 S", "Full match", " No results", " No results", " No results", " No results", "2.18", "304.88250", "303.87523", "7.020", "224003137.972304", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "57636771.6660122", " 39274538.8210348", " 55185115.5390805", " 52327174.8502667", " 22152655.8420547", "69.9892679241837", " 29.8863107895096", " 66.2430279761958", " 41.2603495540371", " 28.5456662269038", "1.044", " 0.948", " 0.401", " 0.751", " 0.423", "0.06", " -0.08", " -1.32", " -0.41", " -1.24", "0.250727092792439", " 0.997803034519333", " 0.0633695438747757", " 0.816392192194118", " 0.0303782503831914", "1", " 1", " 0.413496986140065", " 1", " 0.938914962911094", "5.1", "3.2", " 3.6", " 3.9", " 3.6", " 3.2", " 3.2", " 3.2", " 3.2", " 4.6", " 4.6", " 4.2", " 4.2", " 4.2", " 3.4", " 3.8", " 4.2", " 5.1", " 3.2", " 3.2", " 3.9", " 3.9", " 4.7", " 3.9", " 3.6", " 3.2", " 4.3", " 3.6", " 3.6", " 3.2", " 3.6", " 3.2", " 3.2", " 4.2", " 3.4", " 3.8", " 3.1", " 3.4", " 4.6", " 4.2", " 3.8"
"27", "", "False", "Cer 16:2;2O/2:0", "C18 H33 N O3", "Full match", " No results", " Full match", " No results", " Partial match", "-0.57", "311.24587", "346.21527", "4.069", "216098288.919817", "0", "0", "1", "", "", "0.1", "Single match found", " No matches found", "", "Single match found", " No matches found", "PreferredDDA", "", "[M+Cl]-1", "34994173.8679182", " 35738687.4159635", " 20522209.0970934", " 75739567.1480493", " 54427590.9593987", "81.8055734330523", " 92.7205998557655", " 119.823674237469", " 68.4082448091758", " 111.044816338607", "1.705", " 3.691", " 2.652", " 0.472", " 0.719", "0.77", " 1.88", " 1.41", " -1.08", " -0.48", "0.703131153530337", " 0.266548026138465", " 0.973269725850774", " 0.801779376785622", " 0.607166105632593", "1", " 1", " 1", " 1", " 1", "7.0", "5.8", " 6.2", " 5.8", " 6.2", " 6.6", " 6.6", " 6.6", " 6.6", " 5.8", " 6.6", " 6.6", " 6.2", " 6.2", " 5.8", " 6.2", " 6.6", " 6.6", " 6.2", " 6.6", " 6.6", " ", " 5.8", " 6.6", " 6.2", " 6.6", " 6.6", " 6.2", " 6.6", " 6.2", " 6.6", " 6.2", " 7.0", " 6.6", " 6.6", " 5.5", " 7.0", " 1.8", " 6.6", " 6.2", " 6.6"
"119", "", "False", "", "C18 H34 Cl N O3", "Full match", " No results", " No results", " No results", " No results", "-0.53", "347.22254", "346.21524", "4.073", "216098288.919817", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "34994173.8679182", " 35738687.4159635", " 20522209.0970934", " 75739567.1480493", " 54427590.9593987", "81.8055734330523", " 92.7205998557655", " 119.82533470474", " 68.4082448091758", " 111.044816338607", "1.705", " 3.691", " 2.652", " 0.472", " 0.719", "0.77", " 1.88", " 1.41", " -1.08", " -0.48", "0.702287792891589", " 0.266229982401164", " 0.972941491218822", " 0.802305497326601", " 0.607992014713043", "1", " 1", " 1", " 1", " 1", "7.0", "5.8", " 6.2", " 5.8", " 6.2", " 6.6", " 6.6", " 6.6", " 6.6", " 5.8", " 6.6", " 6.6", " 6.2", " 6.2", " 5.8", " 6.2", " 6.6", " 6.6", " 6.2", " 6.6", " 6.6", " ", " 5.8", " 6.6", " 6.2", " 6.6", " 6.6", " 6.2", " 6.6", " 6.2", " 6.6", " 6.2", " 7.0", " 6.6", " 6.6", " 5.5", " 7.0", " 1.8", " 6.6", " 6.2", " 6.6"
"28","","False","2E,4E,8E,10E-Dodecatetraenedioic acid","C12 H14 O4","Full match"," No results"," No results"," Partial match"," Full match","-2.70","222.08861","221.08133","2.287","210588422.594069","6","0","0","","","","No matches found"," No matches found","","Single match found"," Multiple matches found","PreferredDDA","","[M-H]-1","49973932.8044107"," 67329067.8836957"," 88103871.8422459"," 53496543.6781013"," 60397750.5538228","43.3502773004453"," 57.0830438051451"," 56.2034533958169"," 82.7753153507956"," 46.2898056101003","0.567"," 0.607"," 0.686"," 1.259"," 1.129","-0.82"," -0.72"," -0.54"," 0.33"," 0.18","0.905864791359322"," 0.990168880110082"," 0.924558944863963"," 0.94628259906946"," 0.996575809759394","1"," 1"," 1"," 1"," 1","7.0","6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 7.0"," 6.6"," 6.6"," 7.0"," 6.6"," 7.0"," 6.6"," 7.0"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 7.0"," 6.6"," 7.0"," 6.6"," 6.6"," 6.6"," 6.6"," 7.0"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"
"302", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "307.88335", "306.87607", "7.676", "207333073.945163", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "34282833.3347079", " 23733282.4879788", " 57342328.1899469", " 24590250.5458396", " 17996536.7558248", "24.945575766249", " 25.81311989272", " 86.8789173846541", " 38.3012639212802", " 18.239831205289", "0.598", " 0.429", " 0.314", " 0.965", " 0.732", "-0.74", " -1.22", " -1.67", " -0.05", " -0.45", "0.0399766992833951", " 0.0209130491648144", " 7.34815046264936E-05", " 0.990411630026387", " 0.286953012172148", "0.944138737519312", " 0.439604279237716", " 0.00309462843284473", " 1", " 1", "4.9", "4.2", " 4.9", " ", " 4.9", " ", " ", " 4.6", " ", " ", " ", " 4.6", " ", " ", " 3.8", " ", " 4.9", " 3.6", " 4.3", " 3.2", " 3.9", " ", " ", " ", " 3.6", " ", " 4.1", " 2.9", " ", " ", " ", " ", " ", " 4.3", " ", " 4.7", " ", " ", " ", " 4.7", " "
"62", "", "False", "M2 di-hydroxylated metabolite", "C24 H28 F N3 O3", "No match", " No results", " No results", " No results", " Full match", "-3.58", "425.20995", "424.20266", "3.610", "205884010.854438", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "54552876.4279414", " 17666545.695028", " 5459930.45009751", " 17467255.7535427", " 32493742.8427618", "73.2185635012775", " 51.7399886431244", " 154.946104073894", " 122.429815200696", " 101.120916514623", "9.991", " 3.199", " 5.951", " 1.011", " 1.860", "3.32", " 1.68", " 2.57", " 0.02", " 0.90", "0.243816760312353", " 0.232392821442101", " 0.378218539318882", " 0.942557998549394", " 0.99803690261056", "1", " 1", " 1", " 1", " 1", "6.6", "6.6", " 0.7", " 6.2", " 6.2", " 6.6", " 6.2", " 6.6", " 6.2", " 6.6", " 5.5", " 6.6", " 6.6", " 6.6", " 6.2", " 5.5", " 6.6", " 6.2", " ", " ", " 6.2", " 0.2", " 6.6", " 5.8", " 2.8", " 6.2", " 5.8", " 6.2", " 6.2", " 5.5", " 3.9", " 6.6", " 6.2", " 6.2", " 6.6", " 6.2", " 6.2", " 2.2", " 6.6", " 6.6", " 6.6"
"811", "", "False", "Protocatechuic acid 3-O-sulfate", "C7 H6 O7 S", "No match", " No results", " No results", " No results", " Full match", "-4.37", "233.98240", "232.97512", "1.177", "197630864.959969", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "36947346.6232601", " 31582761.8023772", " 80546143.8379982", " 31253701.8208729", " 56018677.2603884", "11.9886405218169", " 22.1291795606498", " 35.1212548708021", " 30.5733344504597", " 74.122994907759", "0.459", " 0.388", " 0.695", " 1.011", " 1.792", "-1.12", " -1.37", " -0.52", " 0.02", " 0.84", "0.000674201334290414", " 6.87500125484686E-06", " 0.469283363901325", " 0.756770012350888", " 0.000972988667788721", "0.0937985433351988", " 0.00157129962890381", " 1", " 1", " 0.181486458153002", "5.5", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 4.9", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.5", " ", " ", " 4.7"
"51", "", "False", "", "C18 H33 Cl O3", "Full match", " No results", " No results", " No results", " No results", "-0.24", "332.21174", "331.20446", "4.655", "194366294.487839", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "44214177.7387628", " 28941754.7429661", " 11486095.0151617", " 19694407.2639083", " 23817469.7015623", "102.476488603434", " 88.4472258524254", " 104.995339640959", " 45.4942150279469", " 80.671175610655", "3.849", " 1.715", " 2.074", " 1.470", " 1.209", "1.94", " 0.78", " 1.05", " 0.56", " 0.27", "0.051008022188452", " 0.266726536472283", " 0.84730425142158", " 0.997721377673737", " 0.839337319103216", "1", " 1", " 1", " 1", " 1", "6.2", "4.7", " 5.5", " 5.5", " 4.7", " 3.2", " 6.2", " ", " 5.5", " 3.6", " ", " 5.5", " 4.7", " 5.5", " 4.3", " 5.1", " 4.7", " 5.5", " 5.8", " 5.5", " 5.5", " 5.5", " 5.5", " 5.5", " 5.5", " 5.5", " 3.9", " 5.5", " 5.5", " 5.5", " 5.5", " 5.5", " 4.3", " 4.7", " 5.5", " ", " 4.3", " 5.8", " 5.1", " 5.5", " 5.8"
